Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
63b72f1563a960030abe4104,594fbff59d914e000136d13f,RETURNED,2023-01-05T20:12:36.644000Z,,,2024-02-23T16:41:28.576888Z,,,1231,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f1890ec84bc82ff1d06,5eceb8411480c30fb89c7c54,REJECTED,2023-01-05T20:12:08.269000Z,2023-01-05T20:13:46.415000Z,2023-01-05T21:38:30.901000Z,2024-02-23T16:41:28.581997Z,99,C1I92VPV,1367,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f18e12e5883783fd20d,606451b5aab2ec4afaae10f4,RETURNED,2023-01-05T20:12:08.528000Z,,,2024-02-23T16:41:28.624471Z,,,1650,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f1819ef0d947c755c17,62a1fd297768ca1c93288d11,RETURNED,2023-01-05T20:12:12.667000Z,,,2024-02-23T16:41:28.580156Z,,,1112,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f19fd61a0ee3565bc55,60b5246e5cf737673debdf90,RETURNED,2023-01-05T20:12:20.434000Z,,,2024-02-23T16:41:28.600426Z,,,2116,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f19ad28876b0f3861b2,5b2659e78ecf3f0001617cbd,RETURNED,2023-01-05T20:12:23.072000Z,,,2024-02-23T16:41:28.585572Z,,,951,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f19b1e5ef172ccb1fe9,59de4ee5d838ae0001850567,RETURNED,2023-01-05T20:12:14.020000Z,,,2024-02-23T16:41:28.587486Z,,,3687,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f1b4fb75b946008fd7d,62dca9bf7e7ccd38b0cb492d,RETURNED,2023-01-05T20:12:14.202000Z,,,2024-02-23T16:41:28.606538Z,,,189,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f1b403a826556d4f508,5f0392eaa2ece25aa44014f8,RETURNED,2023-01-05T20:12:14.870000Z,,,2024-02-23T16:41:28.605185Z,,,431,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f1c1f8d9ac5ef852eab,542c323bfdf99b324ea3808d,RETURNED,2023-01-05T20:12:12.283000Z,,,2024-02-23T16:41:28.600043Z,,,2391,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f1dd6abbb1b7d39e9e0,5d1e0b068777b50001f52b0e,APPROVED,2023-01-05T20:12:16.117000Z,2023-01-05T20:48:11.020000Z,2023-01-05T20:48:11.616000Z,2023-01-05T20:48:11.551498Z,2155,C14F4XTW,1505,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
63b72f1d347a9746b48adbd7,636552cd74d369b9b56308f4,RETURNED,2023-01-05T20:12:21.663000Z,,,2024-02-23T16:41:28.604689Z,,,194,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f1dfd694d580f1a6adc,6136590bcf60824380197771,RETURNED,2023-01-05T20:14:53.262000Z,,,2024-02-23T16:41:28.605394Z,,,835,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f1e8e888bad7b039078,583c7c44164cd30001c345d6,APPROVED,2023-01-05T20:12:19.882000Z,2023-01-05T20:45:53.696000Z,2023-01-05T20:45:54.126000Z,2023-01-05T20:45:54.060160Z,2014,C14F4XTW,169,37,Male,White,Portugal,Canada,Canada,English,No,Full-Time
63b72f1e616ada6676d7f320,6137753896c9b6b5813a2432,APPROVED,2023-01-05T20:12:27.374000Z,2023-01-05T21:02:20.440000Z,2023-01-05T21:02:20.874000Z,2023-01-05T21:02:20.810736Z,2994,C14F4XTW,779,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63b72f1edc316c73b4755c56,603ff61abace9b195161cb36,RETURNED,2023-01-05T20:12:18.865000Z,,,2024-02-23T16:41:28.642039Z,,,941,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2057108063483fd86e,5ea180ae34f3aa0319313965,APPROVED,2023-01-05T20:12:16.108000Z,2023-01-05T20:33:44.951000Z,2023-01-05T20:33:45.435000Z,2023-01-05T20:33:45.369729Z,1289,C14F4XTW,492,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
63b72f20e2d2f77f95d7f335,5b64b599f7798c0001828516,RETURNED,2023-01-05T20:12:31.670000Z,,,2024-02-23T16:41:28.615499Z,,,359,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f214c9bb334cc3b82b3,5f0f6811a0ed4a11dbc57b79,RETURNED,2023-01-05T20:12:19.931000Z,,,2024-02-23T16:41:28.627739Z,,,1225,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f212000beef621d6761,5bf077098500d800010a99e0,RETURNED,2023-01-05T20:12:17.824000Z,,,2024-02-23T16:41:28.616730Z,,,3296,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f224bb529153b0f5084,5c48764dff09720001a80abd,RETURNED,2023-01-05T20:12:36.998000Z,,,2024-02-23T16:41:28.641128Z,,,1162,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f23a1371c79a6cb2016,6059e3909175da8dd9105322,RETURNED,2023-01-05T20:12:22.805000Z,,,2024-02-23T16:41:28.643220Z,,,762,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f236664d593a1102a36,5ea98c900640c90a3db307ff,TIMED-OUT,2023-01-05T20:12:29.641000Z,,,2024-02-23T16:41:28.659025Z,35756940,,1273,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
63b72f2307812a9420386189,5b4b0e8d94020800016323ed,RETURNED,2023-01-05T20:12:41.202000Z,,,2024-02-23T16:41:28.644125Z,,,2449,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2377812e1b6d651c8d,5ea14bf64f71e2000acbc618,RETURNED,2023-01-05T20:12:28.159000Z,,,2024-02-23T16:41:28.636802Z,,,1630,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f24803bc909f7798122,6046a6e50b6ed70d6ab67f0e,RETURNED,2023-01-05T20:12:20.533000Z,,,2024-02-23T16:41:28.646611Z,,,405,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f241ddc9ff486651cba,5e6ce118673e50000c303890,TIMED-OUT,2023-01-05T20:12:29.129000Z,,,2024-02-23T16:41:28.644894Z,35756940,,2362,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63b72f253eb0714204d7f367,6115ca11bf5a859436615c5f,RETURNED,2023-01-05T20:12:25.307000Z,,,2024-02-23T16:41:28.662680Z,,,1086,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f25f6a68a24c667bfd4,6109ce13ff15b7b37559184f,REJECTED,2023-01-05T20:12:24.311000Z,2023-01-05T20:13:01.487000Z,2023-01-05T21:38:46.797000Z,2024-02-23T16:41:28.676510Z,38,NOCODE,202,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f25b20dbb232c28a29d,5c1c2c51e2d9150001b5737e,APPROVED,2023-01-05T20:12:27.485000Z,2023-01-05T21:05:59.451000Z,2023-01-05T21:38:01.990000Z,2023-01-05T21:05:59.940430Z,3212,NOCODE,2484,42,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
63b72f253ba431639539ea3e,5fa18024e8db28293edae14e,RETURNED,2023-01-05T20:12:21.786000Z,,,2024-02-23T16:41:28.649641Z,,,899,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2637541acf6f567102,579526db09fb910001338456,RETURNED,2023-01-05T20:12:24.192000Z,,,2024-02-23T16:41:28.667163Z,,,1603,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f268c54ef62c85670ef,588d4876b08cc30001b77a5e,RETURNED,2023-01-05T20:12:25.560000Z,,,2024-02-23T16:41:28.671197Z,,,2183,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f26e030be63e434dba1,5b97f2375612b30001acc4c9,RETURNED,2023-01-05T20:12:27.735000Z,,,2024-02-23T16:41:28.688637Z,,,2275,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2637541acf6f567104,5a751310527fd0000146323c,RETURNED,2023-01-05T20:12:22.831000Z,,,2024-02-23T16:41:28.659859Z,,,1723,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f27279e16c201b69f27,62fbd17ec3f0a25df674b676,RETURNED,2023-01-05T20:12:25.083000Z,,,2024-02-23T16:41:28.679121Z,,,333,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f27ab65622b56159976,62e023ed4b0fdb8c95a9e47f,RETURNED,2023-01-05T20:12:26.791000Z,,,2024-02-23T16:41:28.697323Z,,,1369,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f27d1dbcdba9a3fd256,63659992ba948112342d05fd,RETURNED,2023-01-05T20:12:29.859000Z,,,2024-02-23T16:41:28.747854Z,,,568,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f27410f46f0bd66dacb,63653e96c0c4414d565ee742,RETURNED,2023-01-05T20:12:29.617000Z,,,2024-02-23T16:41:28.680481Z,,,176,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f28ce7ec9605fb69f37,6382fb2d4491743d4f8095aa,APPROVED,2023-01-05T20:12:30.131000Z,2023-01-05T20:25:42.322000Z,2023-01-05T21:36:18.960000Z,2023-01-05T20:25:42.713976Z,793,NOCODE,69,25,Male,Black,Nigeria,United Kingdom,United Kingdom,English,Yes,Part-Time
63b72f2820a2da560734db86,56a87cf67f05cb000cd03873,RETURNED,2023-01-05T20:12:24.278000Z,,,2024-02-23T16:41:28.733096Z,,,2886,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f28f35a0e3ca9755c17,638df25c28a73c52e405ef95,RETURNED,2023-01-05T20:12:36.202000Z,,,2024-02-23T16:41:28.712863Z,,,1034,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f28f7a742505f64fcec,6039627d1f94c1410e17dacb,REJECTED,2023-01-05T20:12:28.332000Z,2023-01-05T20:13:14.324000Z,2023-01-05T21:39:02.651000Z,2024-02-23T16:41:28.709389Z,46,NOCODE,754,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f296f025c5104fb297b,5c377642bc6444000133aae9,RETURNED,2023-01-05T20:13:02.224000Z,,,2024-02-23T16:41:28.812477Z,,,2703,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f29d735d1753515999e,5d651053afb8f700198459d4,RETURNED,2023-01-05T20:12:25.563000Z,,,2024-02-23T16:41:28.752876Z,,,1382,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f294b6c0e5b13c51d5b,604ce6075c751bc1e1a11dd5,RETURNED,2023-01-05T20:12:29.925000Z,,,2024-02-23T16:41:28.771863Z,,,1525,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2a1272132606114f30,60e6f34f408457cba01c0e7a,RETURNED,2023-01-05T20:12:30.485000Z,,,2024-02-23T16:41:28.722495Z,,,239,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2a377471582e0f50be,596e1edd39e9d00001b7bb98,APPROVED,2023-01-05T20:12:28.155000Z,2023-01-05T21:01:28.448000Z,2023-01-05T21:01:28.908000Z,2023-01-05T21:01:28.837893Z,2941,C14F4XTW,1639,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63b72f2af14086ad2d1d6714,60feca537ed1de34c8ddbbab,RETURNED,2023-01-05T20:12:26.540000Z,,,2024-02-23T16:41:28.793357Z,,,735,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2a3e0a21ac3567bf9b,63b63938dbf229f3eb46d4a4,RETURNED,2023-01-05T20:12:38.712000Z,,,2024-02-23T16:41:28.744184Z,,,1299,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2bd735d175351599a0,5f0f6ef654ae12126762bd4e,RETURNED,2023-01-05T20:12:27.115000Z,,,2024-02-23T16:41:28.746655Z,,,1773,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2bbeb97476fcb866e9,5ee914275f0f4828a6d070e9,RETURNED,2023-01-05T20:12:35.027000Z,,,2024-02-23T16:41:28.767625Z,,,751,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2bdd2b8a0d62bad8cb,612f350052a72eaeac5b9703,RETURNED,2023-01-05T20:13:10.611000Z,,,2024-02-23T16:41:28.757951Z,,,1385,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2cdc316c73b4755c5b,610b81a257f7fe15a5f59393,RETURNED,2023-01-05T20:12:43.063000Z,,,2024-02-23T16:41:28.771919Z,,,750,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2c1a1c86add33fd80e,637f7c23658dbd7bcdd9e193,RETURNED,2023-01-05T20:12:28.436000Z,,,2024-02-23T16:41:28.763394Z,,,526,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2c27a3578ce6409e2d,5ce2cde71d1060001a811155,RETURNED,2023-01-05T20:12:52.164000Z,,,2024-02-23T16:41:28.769823Z,,,2349,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2dc838ffb82dbad883,5c37a0e7bef9a20001e3a497,RETURNED,2023-01-05T20:13:22.224000Z,,,2024-02-23T16:41:28.800879Z,,,781,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2d0fc8a1d913b8672a,603758e41c4468b882a74700,RETURNED,2023-01-05T20:12:32.188000Z,,,2024-02-23T16:41:28.797120Z,,,697,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2d82bf947ab128a236,5ca9bc7978958e0016c5008b,RETURNED,2023-01-05T20:12:32.950000Z,,,2024-02-23T16:41:28.814155Z,,,2009,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2d2c6bd140ccc51d89,5e35e8505aa70059ea6edbcf,RETURNED,2023-01-05T20:12:32.208000Z,,,2024-02-23T16:41:28.779370Z,,,395,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2d3d4965ac9138616e,5d1e3a4851bab9000116226f,RETURNED,2023-01-05T20:12:29.859000Z,,,2024-02-23T16:41:28.789499Z,,,2349,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2e48347e53d97980ce,5e1409c2265c80a3e963e159,APPROVED,2023-01-05T20:12:30.159000Z,2023-01-05T20:52:45.940000Z,2023-01-05T20:52:46.406000Z,2023-01-05T20:52:46.333404Z,2416,C14F4XTW,615,47,Male,Mixed,Argentina,Canada,Argentina,Spanish,No,Full-Time
63b72f2e8e888bad7b03907b,58bf2cf0d294c100010181fa,RETURNED,2023-01-05T20:12:38.609000Z,,,2024-02-23T16:41:28.792742Z,,,2769,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b72f2e6deed7a02f65bc98,5dab79a5525a7600139cd31e,APPROVED,2023-01-05T20:12:30.739000Z,2023-01-05T20:47:35.068000Z,2023-01-05T20:47:35.500000Z,2023-01-05T20:47:35.435389Z,2105,C14F4XTW,1071,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63b72f2e57f2f88db9de2692,62b345d23008248973770025,RETURNED,2023-01-05T20:12:49.435000Z,,,2024-02-23T16:41:28.793836Z,,,267,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
